X,Y,SiteNo,SiteID.NMBGMR,Easting,Northing,AltVa,WellDepth,FormationZone.NMBGMR,FormationMeaning.NMBGMR,DepthToWater,AgencyCd,AgencyNm,CountyNm
-106.250776692317,34.6837970999085,TO-0130,,385424,3838690,6515,150,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.209915363725,34.6806027369701,TO-0131,,389163,3838290,6405,186,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.173191166994,34.672575736712,TO-0132,,392517,3837360,6245,120,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.187917147529,34.6658505222118,TO-0133,,391159,3836630,6305,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.183376612443,34.6312683383327,TO-0134,,391530,3832790,6250,100,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.225475209562,34.6253520483168,TO-0135,,387663,3832180,6345,180,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.161164459436,34.6108321331407,TO-0136,,393540,3830500,6285,150,310ABO,P Abo,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.107457984939,34.6828392237092,TO-0139,,398552,3838430,6185,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.129505426653,34.6906622724984,TO-0140,,396542,3839320,6220,150,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.129467350774,34.6870557128246,TO-0141,,396541,3838920,6215,256,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.122858580269,34.6826983088975,TO-0142,,397141,3838430,6200,200,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.138922782369,34.6839920128282,TO-0143,,395671,3838590,6235,212,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.138996873155,34.6694734864609,TO-0144,,395646,3836980,6230,201,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.128651388489,34.6687581575258,TO-0145,,396593,3836890,6215,200,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.114648830242,34.6728546252281,TO-0147,,397881,3837330,6185,204,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.099132734942,34.6715527518662,TO-0148,,399301,3837170,6185,150,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.094243832549,34.6707851765722,TO-0149,,399748,3837080,6158.21,176,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.093899597224,34.6703373989473,TO-0150,,399779,3837030,6157.7202,158,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.093695359263,34.6680848945382,TO-0151,,399795,3836780,6157.6699,132,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.069336843151,34.6801137580264,TO-0152,,402041,3838090,6123.8501,240,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.067689751377,34.6785050727779,TO-0153,,402190,3837910,6122.2002,171,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.066438212344,34.680499849419,TO-0154,,402307,3838130,6120,18,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.065921762095,34.6802338463388,TO-0155,,402354,3838100,6119.6899,23,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.057542839788,34.6805773579712,TO-0156,,403122,3838130,6120,212,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.094198563571,34.6640225701793,TO-0157,,399744,3836330,6160,153,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.09403774019,34.6625812365627,TO-0158,,399757,3836170,6158.5,125,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.09368381386,34.6622237179528,TO-0159,,399789,3836130,6157.8701,70,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.093860582264,34.6590660558543,TO-0160,,399769,3835780,6157.7598,151,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.090886080252,34.656928539804,TO-0161,,400039,3835540,6154.46,225,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.111962279775,34.666206340209,TO-0162,,398119,3836590,6205,204,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.102660026104,34.6659301444191,TO-0163,,398971,3836550,6190,185,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.098583138464,34.6580316823439,TO-0164,,399335,3835670,6170,150,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.12930555768,34.6638827493925,TO-0165,,396527,3836350,6201.1802,148,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.121064468301,34.6645900272816,TO-0166,,397283,3836420,6202.3101,201,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.116672969595,34.661834960571,TO-0167,,397682,3836110,6195,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.130163304214,34.6587349280325,TO-0168,,396442,3835780,6195,127,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.129637106979,34.6585594583643,TO-0169,,396490,3835760,6188.4199,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.125933183857,34.6574214693207,TO-0170,,396828,3835630,6190,135,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.127010664408,34.6539849277334,TO-0171,,396725,3835250,6185,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.131897863944,34.6643095729609,TO-0172,,396290,3836400,6215,60,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.135425869507,34.6629241673671,TO-0173,,395965,3836250,6203.8501,153,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.144317899594,34.6587832364616,TO-0174,,395145,3835800,6202.25,159,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.146533626411,34.6572294766679,TO-0175,,394940,3835630,6200,64,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.134216365911,34.659057980716,TO-0176,,396071,3835820,6195,146,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.1113065263,34.6514238756635,TO-0177,,398161,3834950,6178.4399,169,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.058225630024,34.6441411541034,TO-0178,,403017,3834090,6115,200,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.048944174214,34.6366467018351,TO-0179,,403859,3833250,6120,27,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.044056999623,34.636688640222,TO-0180,,404307,3833250,6115,300,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.044056999623,34.636688640222,TO-0181,,404307,3833250,6100.71,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.087324760137,34.6365810585789,TO-0182,,400341,3833280,6150,25,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.106517899197,34.6367691145019,TO-0183,,398582,3833320,6160,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.142317391172,34.6362586824345,TO-0184,,395300,3833300,6195,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.129309210238,34.6102294508828,TO-0185,,396460,3830400,6230,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.054586134928,34.6108982976577,TO-0186,,403312,3830400,6110,300,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.040635635938,34.687666270887,TO-0187,,404679,3838900,6104.0898,53,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.023163074978,34.6365952047714,TO-0188,,406222,3833220,6089.21,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.04078799292,34.6125497707514,TO-0189,,404579,3830570,6110,210,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.01520050934,34.6224141218144,TO-0190,,406936,3831640,6090,50,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.836467257285,34.6549717783458,TO-0191,,423351,3835100,6175,125,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.867704413384,34.625085548957,TO-0192,,420460,3831810,6105,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.935673114992,34.6170083276377,TO-0193,,414221,3830970,6100,25,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.735098523002,34.6808745445096,TO-0194,,432661,3837900,6313.0298,180,400PREC,undifferentiated PreCambrian crystalline rocks X,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.640534351358,34.641549745008,TO-0195,,441296,3833480,6372.3301,250,400PREC,undifferentiated PreCambrian crystalline rocks X,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.576243697609,34.6617096269826,TO-0196,,447201,3835680,6245.7598,298,400PREC,undifferentiated PreCambrian crystalline rocks X,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.412577738468,34.69429646044,TO-0198,,462212,3839220,6235.98,300,310YESO,Yeso Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.415874880606,34.6462201299392,TO-0199,,461888,3833890,6110,24,310YESO,Yeso Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.369202130928,34.712911340198,TO-0200,,374619,3842060,7280,8,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.281408141354,34.7829368278355,TO-0201,,382758,3849720,6793,316,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.313373653972,34.7821452454772,TO-0202,,379832,3849670,7110,,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.284885754362,34.7598166908474,TO-0203,,382407,3847160,6690,180,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.261779487163,34.7563613696145,TO-0204,,384517,3846750,6555,240,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.287753215538,34.7559090861002,TO-0205,,382139,3846730,6665,200,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.29053222019,34.7533549023009,TO-0206,,381881,3846450,6690,39,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.296861760637,34.7298434265169,TO-0207,,381268,3843850,6730,,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.348739556943,34.7129592716219,TO-0208,,376493,3842040,7075,200,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.326822371486,34.7101341716512,TO-0209,,378496,3841700,6985,,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.23822259817,34.7613822567059,TO-0210,,386680,3847280,6515,150,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.201976594749,34.7588600249949,TO-0211,,389994,3846960,6388.0801,72,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.166903204905,34.7673166464953,TO-0212,,393215,3847860,6325.3599,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.191078630603,34.7410230460444,TO-0213,,390968,3844970,6345,170,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.164178922905,34.7180188301314,TO-0214,,393401,3842390,6250,300,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.194957524672,34.7114989526981,TO-0215,,390574,3841700,6340,145,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.230378310553,34.7113267181803,TO-0216,,387330,3841720,6460,200,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.173679814689,34.7017868712138,TO-0217,,392510,3840600,6260,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.058221527981,34.7818357105397,TO-0218,,403178,3849360,6120.3101,450,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.043977564604,34.7763680213315,TO-0219,,404475,3848740,6100,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.076377393189,34.7820372003902,TO-0220,,401517,3849400,6147.5098,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.075781100621,34.7697790600761,TO-0221,,401557,3848040,6140,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.080469461331,34.7815500851417,TO-0222,,401142,3849350,6160,195,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.114360435806,34.7579801973896,TO-0223,,398012,3846770,6220,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.109055128589,34.7673163521004,TO-0224,,398509,3847800,6230,268,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.070897642892,34.7554847065309,TO-0226,,401987,3846450,6130,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.057476685374,34.7620042574652,TO-0227,,403223,3847160,6120,21,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.078950505457,34.7412565314552,TO-0228,,401233,3844880,6155,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.095697879787,34.7521080333667,TO-0229,,399713,3846100,6190,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.057990742354,34.7389155816678,TO-0230,,403149,3844600,6125,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.090852304862,34.7184269982196,TO-0231,,400116,3842360,6165,100,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.135435782064,34.7116173714757,TO-0233,,396025,3841650,6200,60,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.118378764195,34.7091601404098,TO-0235,,397584,3841360,6170,209,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.093500753923,34.7022623048509,TO-0236,,399854,3840570,6165,150,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.991838071243,34.7672456694498,TO-0237,,409236,3847680,6080,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.96250462664,34.7668498957444,TO-0238,,411920,3847610,6087.4102,148,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.006405247142,34.7123908891214,TO-0239,,407842,3841610,6087.3999,26,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.006436875347,34.697872635978,TO-0240,,407823,3840000,6086.3901,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.916246697969,34.7745108868002,TO-0241,,416161,3848420,6093.25,186,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.93409824491,34.7672515036496,TO-0242,,414520,3847630,6080,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.915661367875,34.7670308685077,TO-0243,,416207,3847590,6091.3599,169,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.840541644475,34.7557598016452,TO-0244,,423071,3846280,6116.3501,70,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.879015058688,34.7478233257887,TO-0245,,419542,3845430,6075,35,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.841381998401,34.7125602078493,TO-0246,,422954,3841490,6130,63,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.868299317275,34.7124615208543,TO-0248,,420489,3841500,6085,40,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.903425060344,34.710041927172,TO-0249,,417270,3841260,6095.5498,95,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.767630585848,34.7673328043917,TO-0250,,429754,3847510,6255,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.820404781627,34.7336239278358,TO-0251,,424894,3843810,6115.9502,56,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.715112628471,34.7394276379274,TO-0252,,434538,3844380,6310,108,400PREC,undifferentiated PreCambrian crystalline rocks X,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.483469805716,34.7525609720488,TO-0254,,455750,3845710,6310,325,310YESO,Yeso Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-105.493039221197,34.7173535067269,TO-0255,,454855,3841810,6202.02,245,310YESO,Yeso Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.281129723041,34.8052116372345,TO-0256,,382815,3852190,6900,,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.302237845752,34.8016513024978,TO-0257,,380879,3851820,7203.8198,168,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.272829232424,34.7971834894321,TO-0258,,383563,3851290,6800,60,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.265535379008,34.7969890521873,TO-0259,,384230,3851260,6720,70,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.26388622374,34.7949322876448,TO-0260,,384378,3851030,6700,50,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.260790719133,34.7962267742538,TO-0261,,384663,3851170,6700,112,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.198816122837,34.8160593632034,TO-0262,,390359,3853300,6645,,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.184796112758,34.8471250676939,TO-0263,,391682,3856730,6460,110,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.156450109305,34.8435205931095,TO-0264,,394269,3856300,6355,65,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.149070327018,34.842147814021,TO-0265,,394942,3856140,6350,1359,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.220298084427,34.8270268597521,TO-0266,,388409,3854540,6600,262,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.254445082591,34.8268598564311,TO-0267,,385286,3854560,6745,,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.179278704957,34.8245459826961,TO-0268,,392157,3854220,6455,145,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.22981028722,34.7982570343095,TO-0269,,387500,3851360,6575,245,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.192758146872,34.7909613438282,TO-0270,,390880,3850510,6380,93,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.050004601432,34.864684519399,TO-0271,,404026,3858540,6140,56,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.045066076097,34.8591364496655,TO-0272,,404471,3857920,6150,103,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.089629652127,34.8646965629342,TO-0273,,400404,3858580,6225,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.091822472611,34.8592666474849,TO-0274,,400197,3857980,6190,84,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.092098518626,34.8586329730792,TO-0275,,400171,3857910,6200.2002,130,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.084992067531,34.8564423169554,TO-0276,,400818,3857660,6195.3501,,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.132881591329,34.8667358655405,TO-0278,,396453,3858850,6320,90,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.142449785734,34.853751994469,TO-0279,,395562,3857420,6350,200,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.129760240116,34.8472880995734,TO-0280,,396714,3856690,6320,348,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.10868912744,34.8542448191531,TO-0281,,398649,3857440,6220,13,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.102698126822,34.8438394769957,TO-0282,,399184,3856280,6255,297,325MDER,Madera Limestone undivided,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
-106.096886522423,34.8427198068371,TO-0283,,399714,3856150,6255,65,112QTBF,Quaternary-Tertiary basin fill not in valleys,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Torrance County
